text,rating,date
Simply buy it and you get the card number straight away. Simplest way to top up your PS.,5,2021/02/14
"I was in hospital so the last thing on my mind was amazon but the fraud team caught them and they never saw a penny.
also, i hate PlayStation
also, these cannot be used on PlayStation now since there shady new policy.",1,2022/05/05
"Is exactly what is advertised. Goes to a section in your Amazon account so no waiting for delivery, works pretty much instantly",5,2020/11/08
I was really confused as to what to do! But eventually worked it out it was a gift for our Grandaughter,3,2021/01/03
Great product,5,2021/07/04
"Best way to buy dlc off network

No credit card stuff",5,2021/04/25
This was for my grandsons birthday and he is thrilled with it.,5,2021/03/28
"Made mistake myself of not going through product details properly so missed the fact that even though they wrongly used image of a physical voucher it is actually sent as a code to your email so that's on me. However like other reviews customer service is non-existent, i made mistake of deleting emails not realising code was there and after contacting seller got zero reply. Just go to a shop and buy a physical.",2,2021/03/19
Easy got my code within a few minutes of buying the product.,5,2021/04/21
It’s a brilliant purchase as you get the download code immediately after purchase highly recommend,5,2021/03/12
Great present,4,2020/07/06
"Would much rather purchase PSN credit this way rather than input my credit card details into PSN directly with the PSN being hacked so many times. This is a safe way to purchase items on the PSN without risking your details being stolen. I got my code through just minutes after purchasing so it was fantastic I was able to buy items straight away. You can also get the card delivered to you, if you are giving it as a gift. Very happy with purchase and will use again.",5,2015/05/07
Purchased as a gift... easy to share and for them to use,5,2021/03/24
"It’s an e-voucher! There’s not a lot to say so I’ll just say Amazon are great at getting that code to you quickly so that you can download that game or DLC quicker!
Some people have stated that this is safer than saving your credit card details to your PS account, which is worth noting!
So to summerise:
Click - Pay - Enter Code - Download* - Play!

*Broadband speeds could dramatically affect the speed of the whole process!!",5,2017/09/28
The code was sent straight away to my email after purchase,5,2021/04/09
Great so I don’t have to give kids my bank details,5,2021/04/09
Is what it is...,4,2020/06/03
Received after a few seconds.,5,2021/06/02
"Hi
Got it as a gift. Purchased before never any issue quite straightforward. Will purchase again in the future.",5,2020/12/02
I've given up adding funds via the Playstation account as security issues deny funds been added. Just redeem via the Amazon vouchers though the PSN account,5,2020/09/07
Delivered straight after purchase. Fast and reliable with no issues,5,2021/04/07
"Love its a e-voucher, son in law chuffed he can use it straight away.",5,2021/03/10
"One stop shop for presents I have no idea what they do, but they were both happy.",5,2021/01/31
"Order, got the code, used it on the PlayStation Store. Could not be easier",5,2021/03/11
Easy as it goes to ur email so if cant get out is ok,5,2021/02/14
My grandson was extremely pleased with this present at Christmas and is enjoying using it.,5,2021/02/21
Well pleased will buy again,5,2021/05/28
"Excellent way of getting the ps4 top up wallets for kids. Just pay, and within minutes you have the 12 digit PSN code by e-mail for kids to input onto their game. No trawling to the shops, done in minutes. Will definitely be using this again!",5,2019/09/11
Brilliant the code is sent straight to your e-mail no need to go out a buy top up cards.,5,2020/11/29
Fast and easy way to top up your ps wallet!,5,2021/03/26
Worked fine,5,2021/06/25
Brilliant as a gift or for yourself. Easy to use,5,2021/03/27
Sent 8n an email... so gave it to my son and all good 👍,5,2021/02/21
"Order, got the code, used it on the PlayStation Store. Could not be easier",5,2021/03/11
Easy as it goes to ur email so if cant get out is ok,5,2021/02/14
My grandson was extremely pleased with this present at Christmas and is enjoying using it.,5,2021/02/21
Well pleased will buy again,5,2021/05/28
"Excellent way of getting the ps4 top up wallets for kids. Just pay, and within minutes you have the 12 digit PSN code by e-mail for kids to input onto their game. No trawling to the shops, done in minutes. Will definitely be using this again!",5,2019/09/11
Brilliant the code is sent straight to your e-mail no need to go out a buy top up cards.,5,2020/11/29
Fast and easy way to top up your ps wallet!,5,2021/03/26
Worked fine,5,2021/06/25
Brilliant as a gift or for yourself. Easy to use,5,2021/03/27
Sent 8n an email... so gave it to my son and all good 👍,5,2021/02/21
Wallet top up very lovely thank you so much I can keep on gaming for a while more great stuff 😀😀😀😀😀😀😀,5,2020/11/16
"Ordered 2 lots of £25 for some Sims 4 expansion packs & add ons. Asked me to input my payment card again, which I liked as it meant Amazon weren't taking the chance another household member were trying to purchase it for themselves. The email came through straight away with my psn codes to which I put straight into my psn wallet. Will definitely purchase more psn codes this way.",5,2018/09/12
Thank u i needed one asap as my account had been banned due to a credit error.,5,2021/01/13
Bought for my grandson just what he wanted,5,2021/04/16
Fun for my 12 year old Son.... Lots of money being spent on Playstation...,5,2021/02/04
u get the money and can trust it,5,2021/05/08
"I don't like having my cards or bank accounts attached to my consoles (XBL and PSN) so these are a great way to purchase off of the PSN store without that risk. I only top up my account when I'm about to buy anything, so even if my account does get hacked, any hackers would only have at most £1-£2 rather thank my entire bank account. (Although Sony have since introduced two-step verification, I would still recommend this over linking your bank account).",5,2017/01/06
Great value,5,2021/06/21
"Bought this for my younger cousin, got the code within 1-2 hours, no issues after that.",5,2021/01/16
Great for my son he loved it. Easy to download and use. Often on here purchasing them,5,2020/12/27
Very easy to purchase,5,2021/05/27
"All you have to do is buy this, then you will get an email with your reedeem code... it takes a a couple of minutes and boom, you have the money on your account.",4,2018/11/15
"Bought as I wanted to buy the Fallout4 Season pack, but don't trust Sony with my Card details. (They automatically save and use the card details for renewals. no thanks !)

Ignoring my complaints about that, the code was emailed to me within a few minutes, and I just had to enter the code into the Playstation network on my PS4.

Very simple, probably quicker using Amazon 1-click than entering details and buying via PSN. So very happy with this option !",5,2016/02/18
Son over the moon LOL,5,2021/05/18
It came fast and it was very good,5,2021/04/23
"Hard to review this but bought as a birthday present for my gaming-mad brother and he's very happy that he can buy himself something he actually wants! You get sent an electronic code which is very easy to use, so no messing around with actual gift cards (but maybe it would have been nice to have had this option when buying as a gift).",4,2016/03/07
